Id,Start Date,End Date,Start Location,Start District,End Location,End District,Distance,Promo
120916,2023-05-16 11:16:04,2023-05-16 12:01:43,Некрасова,Северо-Западный,Труда,Центральный,4229.0,0
120917,2023-05-16 11:16:15,2023-05-16 11:43:46,карла маркса,Ленинский,ул.чапаева,Северо-Западный,3186.0,0
120918,2023-05-16 11:18:32,2023-05-16 11:37:20,Южная,Центральный,Совхозная,Центральный,3113.0,0
120919,2023-05-16 11:18:45,2023-05-16 11:35:54,ул. строительная,Северо-Западный,ул.энтузиастов,Центральный,3359.0,0
120920,2023-05-16 11:19:38,2023-05-16 11:40:59,Кирова,Ленинский,Ломоносова,Октябрьский,4349.0,0
120921,2023-05-16 11:25:15,2023-05-16 11:43:58,заводская,северо-западный,некрасова,северо-западный,2750.0,0
120921,2023-05-16 11:25:15,2023-05-16 11:43:58,заводская,северо-западный,некрасова,северо-западный,2750.0,0
120922,2023-05-16 11:26:02,2023-05-16 11:54:31,ул.ломоносова,Октябрьский,ул.северная,Центральный,4386.0,0
120923,2023-05-16 11:28:46,2023-05-16 11:50:18,сосновая,юго-восточный,коммунальная,Юго-Восточный,3043.0,0
120924,2023-05-16 11:31:03,2023-05-16 11:45:49,Почтовая,Юго-Восточный,Дружбы,Центральный,4086.0,0
120925,2023-05-16 11:34:03,2023-05-16 11:44:08,ул.шевченко,Юго-Восточный,ул.колхозная,ленинский,1891.0,0
120926,2023-05-16 11:36:03,2023-05-16 12:02:16,Железнодорожная,центральный,Пионерская,заречный,5332.0,0
120927,2023-05-16 11:36:33,2023-05-16 11:53:06,Западная,Ленинский,Рабочая,Северо-Западный,3046.0,0
120928,2023-05-16 11:36:41,2023-05-16 12:00:14,нагорная,центральный,ул.озерная,Юго-Восточный,3857.0,0
120929,2023-05-16 11:42:00,2023-05-16 12:01:06,Карла Маркса,Ленинский,Луговая,Октябрьский,2327.0,0
120930,2023-05-16 11:47:16,2023-05-16 12:02:08,Береговая,Центральный,Южная,Центральный,2307.0,0
120931,2023-05-16 11:47:52,2023-05-16 11:59:56,Матросова,Центральный,ул. буденного,октябрьский,2380.0,0
120932,2023-05-16 11:48:55,2023-05-16 12:13:23,ул. зеленая,Центральный,ул.чкалова,Юго-Восточный,4587.0,0
120932,2023-05-16 11:48:55,2023-05-16 12:13:23,ул. зеленая,Центральный,ул.чкалова,Юго-Восточный,4587.0,0
120933,2023-05-16 11:49:37,2023-05-16 12:08:59,Степная,Центральный,Полевая,Ленинский,3509.0,0
120934,2023-05-16 11:51:35,2023-05-16 12:32:01,Чапаева,Северо-Западный,Заречная,Юго-Восточный,5781.0,0
120935,2023-05-16 11:53:25,2023-05-16 12:08:57,Спортивная,Октябрьский,ул. куйбышева,Центральный,3466.0,0
120936,2023-05-16 11:53:59,2023-05-16 12:16:00,Шевченко,Юго-Восточный,Спортивная,Октябрьский,3416.0,0
120937,2023-05-16 11:54:05,2023-05-16 12:22:58,Энтузиастов,Центральный,Трудовая,центральный,3610.0,0
120938,2023-05-16 11:54:58,2023-05-16 12:20:10,Чкалова,Юго-Восточный,Пролетарская,Центральный,3905.0,0
120939,2023-05-16 11:57:04,2023-05-16 12:18:30,Степная,Центральный,Заречная,Юго-Восточный,2735.0,0
120940,2023-05-16 12:04:14,2023-05-16 12:32:52,Рабочая,Северо-Западный,Северная,Центральный,3.0,0
120941,2023-05-16 12:04:50,2023-05-16 12:30:56,Карла Маркса,ленинский,Юбилейная,Юго-Восточный,3504.0,0
120942,2023-05-16 12:08:44,2023-05-16 12:26:28,Железнодорожная,Центральный,Московская,Северо-Западный,3805.0,0
120943,2023-05-16 12:12:36,2023-05-16 12:41:58,ул. мичурина,ленинский,ул.шоссейная,Заречный,5295.0,0
120943,2023-05-16 12:12:36,2023-05-16 12:41:58,ул. мичурина,ленинский,ул.шоссейная,Заречный,5295.0,0
120944,2023-05-16 12:17:16,2023-05-16 12:40:45,кирова,Ленинский,восточная,Октябрьский,4248.0,0
120945,2023-05-16 12:17:36,2023-05-16 12:40:23,Суворова,Ленинский,ул. мичурина,Ленинский,2989.0,0
120946,2023-05-16 12:18:02,2023-05-16 12:44:39,Новая,Северо-Западный,Колхозная,Ленинский,4106.0,0
120947,2023-05-16 12:21:38,2023-05-16 12:52:30,куйбышева,Центральный,нагорная,Центральный,3694.0,0
120948,2023-05-16 12:24:21,2023-05-16 12:46:58,Гагарина,Центральный,ул. спортивная,Октябрьский,4.0,0
120949,2023-05-16 12:30:24,2023-05-16 12:48:35,ул.речная,Юго-Восточный,ул.ломоносова,Октябрьский,3452.0,0
120950,2023-05-16 12:30:34,2023-05-16 12:50:22,Дачная,Центральный,Красная,северо-западный,3776.0,0
120950,2023-05-16 12:30:34,2023-05-16 12:50:22,Дачная,Центральный,Красная,северо-западный,3776.0,0
120951,2023-05-16 12:35:51,2023-05-16 12:55:16,северная,Центральный,набережная,Центральный,2145.0,0
120952,2023-05-16 12:35:53,2023-05-16 13:02:13,Луговая,Октябрьский,Некрасова,Северо-Западный,3967.0,0
120953,2023-05-16 12:39:54,2023-05-16 12:57:03,Нагорная,Центральный,Строительная,Северо-Западный,3335.0,0
120954,2023-05-16 12:45:37,2023-05-16 13:15:14,Крупской,Центральный,ул. свободы,Ленинский,4449.0,0
120955,2023-05-16 12:47:30,2023-05-16 13:20:01,Буденного,Октябрьский,Энергетиков,юго-восточный,4906.0,0
120956,2023-05-16 12:48:08,2023-05-16 13:13:12,Озерная,Юго-Восточный,Труда,Центральный,3787.0,0
120957,2023-05-16 12:49:20,2023-05-16 13:31:11,Комарова,ленинский,Садовая,Заречный,4787.0,0
120958,2023-05-16 12:53:23,2023-05-16 13:19:42,Буденного,Октябрьский,Совхозная,центральный,4445.0,0
120959,2023-05-16 12:54:17,2023-05-16 13:10:09,ул. кооперативная,Центральный,ул.суворова,Ленинский,2124.0,0
120960,2023-05-16 13:01:41,2023-05-16 13:39:39,березовая,Северо-Западный,солнечная,центральный,3988.0,0
120961,2023-05-16 13:03:40,2023-05-16 13:45:03,Пионерская,Заречный,Школьная,Северо-Западный,5359.0,0
120962,2023-05-16 13:04:42,2023-05-16 13:28:22,Карла Маркса,ленинский,Новая,Северо-Западный,3465.0,0
120963,2023-05-16 13:08:48,2023-05-16 13:21:36,Сиреневая,Юго-Восточный,Карла Маркса,ленинский,2972.0,0
120964,2023-05-16 13:12:52,2023-05-16 13:54:09,Пионерская,заречный,Комарова,Ленинский,5936.0,0
120965,2023-05-16 13:15:02,2023-05-16 13:36:25,Нагорная,Центральный,Суворова,ленинский,3274.0,0
120966,2023-05-16 13:23:51,2023-05-16 14:04:17,молодежная,Юго-Восточный,крупской,Центральный,3353.0,0
120967,2023-05-16 13:26:53,2023-05-16 13:54:33,пролетарская,Центральный,буденного,Октябрьский,4253.0,0
120968,2023-05-16 13:27:10,2023-05-16 13:50:15,Космонавтов,юго-восточный,Луговая,Октябрьский,3127.0,0
120969,2023-05-16 13:27:40,2023-05-16 13:40:41,Красная,северо-западный,Чехова,Заречный,2989.0,0
120970,2023-05-16 13:28:07,2023-05-16 13:48:26,Луговая,октябрьский,Комсомольская,Заречный,3054.0,0
120971,2023-05-16 13:30:08,2023-05-16 13:48:28,овражная,центральный,зеленая,Центральный,3422.0,0
120972,2023-05-16 13:31:07,2023-05-16 13:48:43,Пушкина,Центральный,Шоссейная,Заречный,2877.0,0
120973,2023-05-16 13:32:26,2023-05-16 13:57:13,Майская,октябрьский,ул. кооперативная,Центральный,3109.0,0
120974,2023-05-16 13:32:50,2023-05-16 13:50:29,ул.озерная,Юго-Восточный,ул.сиреневая,юго-восточный,2807.0,0
120975,2023-05-16 13:33:37,2023-05-16 13:53:03,Рябиновая,Северо-Западный,ул. садовая,Заречный,3848.0,0
120976,2023-05-16 13:34:45,2023-05-16 14:17:55,пролетарская,Центральный,пролетарская,Центральный,3223.0,0
120977,2023-05-16 13:40:14,2023-05-16 13:55:20,Центральная,Юго-Восточный,ул. партизанская,Ленинский,2920.0,0
120978,2023-05-16 13:40:42,2023-05-16 14:12:01,Дорожная,юго-восточный,Цветочная,Северо-Западный,4769.0,0
120979,2023-05-16 13:44:06,2023-05-16 14:21:27,Калинина,Ленинский,Пионерская,Заречный,5816.0,0
120980,2023-05-16 13:45:46,2023-05-16 14:04:33,Чкалова,юго-восточный,Ломоносова,Октябрьский,3165.0,0
120981,2023-05-16 13:46:26,2023-05-16 14:01:40,дорожная,юго-восточный,новая,северо-западный,3197.0,0
120982,2023-05-16 13:47:07,2023-05-16 14:04:44,Крупской,Центральный,Набережная,Центральный,2648.0,0
120983,2023-05-16 13:53:44,2023-05-16 14:18:40,Озерная,Юго-Восточный,Карла Маркса,Ленинский,5435.0,0
120984,2023-05-16 13:58:52,2023-05-16 14:22:16,Красноармейская,Юго-Восточный,Ломоносова,октябрьский,3728.0,0
120985,2023-05-16 14:02:10,2023-05-16 14:31:53,ул. горького,юго-восточный,ул.лесная,Юго-Восточный,3280.0,0
120986,2023-05-16 14:03:38,2023-05-16 14:25:48,Свердлова,центральный,Майская,Октябрьский,3863.0,0
120987,2023-05-16 14:04:32,2023-05-16 14:28:23,солнечная,Центральный,энергетиков,Юго-Восточный,3961.0,0
120988,2023-05-16 14:04:36,2023-05-16 14:32:24,Зеленая,Центральный,Парковая,Юго-Восточный,4680.0,0
120989,2023-05-16 14:05:27,2023-05-16 14:33:32,Майская,Октябрьский,Полевая,Ленинский,3497.0,0
120990,2023-05-16 14:05:36,2023-05-16 14:33:19,гоголя,Центральный,строительная,северо-западный,4336.0,0
120991,2023-05-16 14:08:47,2023-05-16 14:50:12,ул.партизанская,Ленинский,ул.дорожная,Юго-Восточный,3020.0,0
120992,2023-05-16 14:10:59,2023-05-16 14:27:08,Карла Маркса,Ленинский,Первомайская,Северо-Западный,2422.0,0
120993,2023-05-16 14:11:14,2023-05-16 14:25:51,Набережная,центральный,Западная,Ленинский,2553.0,0
120994,2023-05-16 14:11:57,2023-05-16 14:29:50,ул.свердлова,Центральный,ул.подгорная,Ленинский,3758.0,0
120995,2023-05-16 14:12:09,2023-05-16 14:38:18,дорожная,Юго-Восточный,заречная,Юго-Восточный,4165.0,0
120996,2023-05-16 14:15:37,2023-05-16 14:42:25,Строительная,Северо-Западный,Колхозная,Ленинский,3836.0,0
120997,2023-05-16 14:23:20,2023-05-16 14:46:53,Западная,ленинский,Мичурина,Ленинский,3266.0,0
120998,2023-05-16 14:25:49,2023-05-16 15:10:55,Буденного,Октябрьский,Строительная,северо-западный,4892.0,0
120999,2023-05-16 14:27:42,2023-05-16 14:56:27,Матросова,центральный,ул. юбилейная,Юго-Восточный,3820.0,0
121000,2023-05-16 14:27:47,2023-05-16 14:41:12,Овражная,Центральный,Железнодорожная,Центральный,2773.0,0
121001,2023-05-16 14:27:47,2023-05-16 14:58:42,Гагарина,центральный,Солнечная,Центральный,3464.0,0
121002,2023-05-16 14:28:40,2023-05-16 14:56:26,Подгорная,Ленинский,Чкалова,Юго-Восточный,5534.0,0
121003,2023-05-16 14:29:52,2023-05-16 14:49:57,Луговая,Октябрьский,Озерная,юго-восточный,2348.0,0
121004,2023-05-16 14:31:24,2023-05-16 14:58:22,ул.энтузиастов,Центральный,ул.ломоносова,Октябрьский,3936.0,0
121005,2023-05-16 14:32:06,2023-05-16 14:52:31,трудовая,Центральный,комсомольская,Заречный,3916.0,0
121006,2023-05-16 14:34:21,2023-05-16 14:53:01,Степная,центральный,ул. вишневая,Юго-Восточный,2986.0,0
121006,2023-05-16 14:34:21,2023-05-16 14:53:01,Степная,центральный,ул. вишневая,Юго-Восточный,2986.0,0
121007,2023-05-16 14:35:39,2023-05-16 15:04:48,Речная,юго-восточный,Комсомольская,Заречный,3757.0,0
121008,2023-05-16 14:37:37,2023-05-16 14:57:44,Речная,Юго-Восточный,Чехова,Заречный,3050.0,0
121009,2023-05-16 14:37:51,2023-05-16 15:00:08,Карла Маркса,Ленинский,Вокзальная,Юго-Восточный,4121.0,0
121010,2023-05-16 14:38:32,2023-05-16 15:02:01,Березовая,Северо-Западный,Речная,Юго-Восточный,5068.0,0
121011,2023-05-16 14:38:52,2023-05-16 14:55:25,Дзержинского,Центральный,Матросова,Центральный,2341.0,0
121012,2023-05-16 14:38:58,2023-05-16 15:02:48,Совхозная,Центральный,Строительная,Северо-Западный,3809.0,0
121013,2023-05-16 14:40:50,2023-05-16 15:13:12,Зеленая,Центральный,ул. советская,центральный,3653.0,0
121014,2023-05-16 14:41:42,2023-05-16 15:01:43,Сосновая,Юго-Восточный,Луговая,октябрьский,3029.0,0
121015,2023-05-16 14:43:06,2023-05-16 15:00:56,Космонавтов,Юго-Восточный,Степная,Центральный,3365.0,0
121016,2023-05-16 14:45:54,2023-05-16 15:05:47,Красноармейская,Юго-Восточный,Ломоносова,Октябрьский,3643.0,0
121017,2023-05-16 14:47:38,2023-05-16 15:00:51,Красная,Северо-Западный,Партизанская,Ленинский,2267.0,0
121018,2023-05-16 14:48:57,2023-05-16 15:03:52,Юбилейная,юго-восточный,Садовая,заречный,2938.0,0
121019,2023-05-16 14:54:29,2023-05-16 15:16:08,ул. луговая,Октябрьский,ул.шоссейная,Заречный,3899.0,0
121020,2023-05-16 14:55:15,2023-05-16 15:11:24,Строителей,Центральный,ул. спортивная,Октябрьский,3023.0,0
121021,2023-05-16 14:57:55,2023-05-16 15:20:44,Дачная,центральный,Садовая,заречный,3455.0,0
121022,2023-05-16 14:58:28,2023-05-16 15:12:58,Некрасова,северо-западный,Парковая,юго-восточный,3.0,0
121022,2023-05-16 14:58:28,2023-05-16 15:12:58,Некрасова,северо-западный,Парковая,юго-восточный,3.0,0
121023,2023-05-16 15:03:09,2023-05-16 15:28:12,Юбилейная,Юго-Восточный,Заводская,Северо-Западный,4908.0,0
121024,2023-05-16 15:03:19,2023-05-16 15:27:28,Чкалова,Юго-Восточный,Гагарина,Центральный,4403.0,0
121025,2023-05-16 15:03:31,2023-05-16 16:08:00,Заводская,Северо-Западный,Ломоносова,октябрьский,5227.0,0
121026,2023-05-16 15:03:34,2023-05-16 15:32:04,Кооперативная,центральный,Кирова,Ленинский,4602.0,0
121027,2023-05-16 15:03:35,2023-05-16 15:31:32,совхозная,Центральный,ул.береговая,Центральный,2912.0,0
121028,2023-05-16 15:04:55,2023-05-16 15:38:11,Молодежная,Юго-Восточный,Первомайская,Северо-Западный,5586.0,0
121029,2023-05-16 15:07:43,2023-05-16 15:28:17,речная,Юго-Восточный,лермонтова,Ленинский,3646.0,0
121030,2023-05-16 15:13:24,2023-05-16 15:36:04,ул.озерная,Юго-Восточный,ул.восточная,Октябрьский,2922.0,0
121031,2023-05-16 15:15:36,2023-05-16 15:54:57,буденного,октябрьский,карла маркса,Ленинский,5126.0,0
121032,2023-05-16 15:17:11,2023-05-16 15:40:07,Березовая,северо-западный,ул. лесная,Юго-Восточный,4927.0,0
121033,2023-05-16 15:21:00,2023-05-16 15:49:40,Свердлова,Центральный,Заводская,Северо-Западный,3883.0,0
121034,2023-05-16 15:23:24,2023-05-16 15:42:56,Цветочная,Северо-Западный,Красная,Северо-Западный,2982.0,0
121035,2023-05-16 15:26:11,2023-05-16 15:57:40,Красноармейская,Юго-Восточный,Луговая,Октябрьский,4818.0,0
121036,2023-05-16 15:27:14,NaT,Северная,центральный,Ломоносова,Октябрьский,3042.0,0
121037,2023-05-16 15:27:15,2023-05-16 16:01:01,Заводская,Северо-Западный,Свободы,Ленинский,2846.0,0
121038,2023-05-16 15:28:20,2023-05-16 15:49:32,ул. рабочая,Северо-Западный,ул.шевченко,Юго-Восточный,3949.0,0
121039,2023-05-16 15:30:20,2023-05-16 15:55:37,Восточная,октябрьский,Мира,Центральный,3257.0,0
121040,2023-05-16 15:39:23,2023-05-16 16:04:01,Озерная,Юго-Восточный,ул. парковая,юго-восточный,2928.0,0
121041,2023-05-16 15:41:46,2023-05-16 16:11:06,Дзержинского,Центральный,Шоссейная,заречный,4796.0,0
121042,2023-05-16 15:45:39,2023-05-16 16:24:26,Луговая,Октябрьский,Полевая,Ленинский,5138.0,0
121043,2023-05-16 15:45:58,2023-05-16 16:07:05,ул. октябрьская,заречный,ул.чапаева,Северо-Западный,4.0,0
121043,2023-05-16 15:45:58,2023-05-16 16:07:05,ул. октябрьская,заречный,ул.чапаева,Северо-Западный,4.0,0
121044,2023-05-16 15:47:31,2023-05-16 16:14:47,ул. первомайская,Северо-Западный,ул.сиреневая,Юго-Восточный,3837.0,0
121045,2023-05-16 15:47:42,2023-05-16 16:17:47,зеленая,центральный,сосновая,Юго-Восточный,5137.0,0
121046,2023-05-16 15:52:03,2023-05-16 16:12:32,Некрасова,Северо-Западный,Чапаева,Северо-Западный,3632.0,0
121047,2023-05-16 15:52:40,2023-05-16 16:14:58,Лесная,Юго-Восточный,Гоголя,Центральный,4293.0,0
121048,2023-05-16 15:52:46,2023-05-16 16:14:03,совхозная,Центральный,чапаева,северо-западный,3271.0,0
121049,2023-05-16 15:54:31,2023-05-16 16:22:28,ул. западная,Ленинский,ул.садовая,Заречный,3912.0,0
121050,2023-05-16 15:55:04,2023-05-16 16:14:57,заречная,Юго-Восточный,куйбышева,Центральный,3942.0,0
121051,2023-05-16 15:55:27,2023-05-16 16:31:21,Лермонтова,Ленинский,Красноармейская,юго-восточный,5746.0,0
121052,2023-05-16 15:56:42,2023-05-16 16:24:30,Юбилейная,юго-восточный,Первомайская,Северо-Западный,4507.0,0
121053,2023-05-16 15:58:06,2023-05-16 16:19:47,Некрасова,Северо-Западный,Труда,Центральный,3915.0,0
121053,2023-05-16 15:58:06,2023-05-16 16:19:47,Некрасова,Северо-Западный,Труда,Центральный,3915.0,0
121054,2023-05-16 16:01:24,2023-05-16 16:24:23,Некрасова,Северо-Западный,Первомайская,северо-западный,3168.0,0
121055,2023-05-16 16:04:12,2023-05-16 16:27:06,Победы,Юго-Восточный,Луговая,октябрьский,3764.0,0
121056,2023-05-16 16:06:23,2023-05-16 16:19:08,Березовая,Северо-Западный,ул. подгорная,Ленинский,2930.0,0
121057,2023-05-16 16:07:06,2023-05-16 16:25:41,ул. мичурина,ленинский,ул.почтовая,юго-восточный,3.0,0
121058,2023-05-16 16:07:12,2023-05-16 17:21:31,Восточная,октябрьский,Мичурина,Ленинский,5378.0,0
121059,2023-05-16 16:08:04,2023-05-16 16:34:00,Лермонтова,Ленинский,Гагарина,Центральный,3519.0,0
121060,2023-05-16 16:09:39,2023-05-16 16:48:36,ул.шевченко,Юго-Восточный,ул.трудовая,центральный,3963.0,0
121060,2023-05-16 16:09:39,2023-05-16 16:48:36,ул.шевченко,Юго-Восточный,ул.трудовая,центральный,3963.0,0
121061,2023-05-16 16:11:52,2023-05-16 16:48:36,Ломоносова,Октябрьский,ул. береговая,Центральный,3657.0,0
121062,2023-05-16 16:13:42,2023-05-16 16:24:21,Южная,центральный,Энтузиастов,Центральный,1934.0,0
121063,2023-05-16 16:13:52,2023-05-16 16:31:13,ул.первомайская,северо-западный,ул.садовая,Заречный,3096.0,0
121064,2023-05-16 16:14:18,2023-05-16 17:05:33,Пионерская,Заречный,Кирова,Ленинский,6731.0,0
121065,2023-05-16 16:15:07,2023-05-16 16:45:21,Дзержинского,Центральный,Мичурина,ленинский,4504.0,0
121066,2023-05-16 16:16:33,2023-05-16 16:54:30,Некрасова,Северо-Западный,ул. октябрьская,Заречный,3936.0,0
121067,2023-05-16 16:18:15,2023-05-16 16:42:41,ул. лермонтова,ленинский,ул.луговая,Октябрьский,4269.0,0
121068,2023-05-16 16:20:04,2023-05-16 16:34:27,Рабочая,Северо-Западный,Октябрьская,Заречный,3305.0,0
121069,2023-05-16 16:20:45,2023-05-16 16:45:00,Нагорная,Центральный,Пролетарская,Центральный,3321.0,0
121070,2023-05-16 16:20:46,2023-05-16 16:31:59,солнечная,центральный,карла маркса,Ленинский,2234.0,0
121071,2023-05-16 16:20:46,2023-05-16 16:50:44,ул.победы,Юго-Восточный,ул.железнодорожная,Центральный,3366.0,0
121072,2023-05-16 16:21:55,2023-05-16 16:43:03,Речная,юго-восточный,Сиреневая,юго-восточный,3291.0,0
121073,2023-05-16 16:22:28,2023-05-16 16:43:46,Лесная,Юго-Восточный,ул. мичурина,Ленинский,2656.0,0
121074,2023-05-16 16:22:34,2023-05-16 16:56:31,Нагорная,Центральный,Кирова,ленинский,4888.0,0
121075,2023-05-16 16:24:10,2023-05-16 16:48:40,Садовая,заречный,Строительная,Северо-Западный,3855.0,0
121076,2023-05-16 16:25:19,2023-05-16 16:56:11,Колхозная,ленинский,Пионерская,Заречный,5503.0,0
121077,2023-05-16 16:27:44,2023-05-16 16:45:49,Полевая,Ленинский,Строительная,Северо-Западный,2106.0,0
121078,2023-05-16 16:28:06,2023-05-16 16:58:13,Шоссейная,Заречный,Строительная,Северо-Западный,3822.0,0
121079,2023-05-16 16:29:23,2023-05-16 17:21:34,комарова,Ленинский,луговая,октябрьский,5828.0,0
121080,2023-05-16 16:30:06,2023-05-16 16:54:19,Трудовая,Центральный,Пионерская,Заречный,2791.0,0
121081,2023-05-16 16:33:36,2023-05-16 17:10:56,Октябрьская,Заречный,Первомайская,Северо-Западный,5493.0,0
121082,2023-05-16 16:36:43,2023-05-16 17:18:26,Речная,юго-восточный,Восточная,Октябрьский,5269.0,0
121083,2023-05-16 16:38:29,2023-05-16 17:06:16,Партизанская,Ленинский,Красная,Северо-Западный,3685.0,0
121084,2023-05-16 16:43:03,2023-05-16 17:09:09,Восточная,Октябрьский,Школьная,Северо-Западный,3824.0,0
121085,2023-05-16 16:46:10,2023-05-16 17:09:09,ул. западная,Ленинский,ул.рябиновая,Северо-Западный,3094.0,0
121086,2023-05-16 16:49:38,2023-05-16 17:16:01,Буденного,Октябрьский,Матросова,Центральный,3868499.0,0
121087,2023-05-16 16:50:39,2023-05-16 17:16:57,Нагорная,Центральный,Совхозная,центральный,3087.0,0
121088,2023-05-16 16:52:02,2023-05-16 17:10:56,Степная,Центральный,Майская,октябрьский,4.0,0
121089,2023-05-16 16:52:50,2023-05-16 17:16:22,Горького,Юго-Восточный,Подгорная,ленинский,3776.0,0
121090,2023-05-16 16:53:10,2023-05-16 17:20:01,Энтузиастов,Центральный,Рябиновая,Северо-Западный,4431.0,0
121091,2023-05-16 16:55:31,2023-05-16 17:17:25,Северная,центральный,ул. чапаева,Северо-Западный,2529.0,0
121092,2023-05-16 16:56:21,2023-05-16 17:12:02,зеленая,Центральный,кооперативная,Центральный,3562.0,0
121093,2023-05-16 16:56:55,2023-05-16 17:32:44,Комарова,ленинский,Октябрьская,Заречный,6001.0,0
121093,2023-05-16 16:56:55,2023-05-16 17:32:44,Комарова,ленинский,Октябрьская,Заречный,6001.0,0
121094,2023-05-16 16:57:21,2023-05-16 17:34:23,заводская,Северо-Западный,полевая,Ленинский,3468.0,0
121095,2023-05-16 16:58:45,2023-05-16 17:23:17,Калинина,ленинский,Гагарина,центральный,4633.0,0
121096,2023-05-16 16:59:06,2023-05-16 17:23:18,Октябрьская,Заречный,Спортивная,Октябрьский,3586.0,0
121097,2023-05-16 17:00:27,2023-05-16 17:20:19,ул. пролетарская,Центральный,ул.ломоносова,Октябрьский,3751.0,0
121097,2023-05-16 17:00:27,2023-05-16 17:20:19,ул. пролетарская,Центральный,ул.ломоносова,Октябрьский,3751.0,0
121098,2023-05-16 17:04:15,2023-05-16 17:33:26,Молодежная,Юго-Восточный,ул. сосновая,Юго-Восточный,2799.0,0
121099,2023-05-16 17:04:16,2023-05-16 17:31:38,Вишневая,юго-восточный,Садовая,Заречный,4670.0,0
121100,2023-05-16 17:05:39,2023-05-16 17:30:55,Коммунальная,Юго-Восточный,Вишневая,Юго-Восточный,3214.0,0
121101,2023-05-16 17:07:34,2023-05-16 17:31:34,Чехова,заречный,Ломоносова,Октябрьский,2999.0,0
121102,2023-05-16 17:08:26,2023-05-16 17:36:23,Комарова,ленинский,ул. чкалова,Юго-Восточный,3773.0,0
121103,2023-05-16 17:09:50,2023-05-16 17:28:37,Партизанская,Ленинский,Цветочная,северо-западный,3656.0,0
121104,2023-05-16 17:10:52,2023-05-16 17:34:30,Майская,октябрьский,Горького,Юго-Восточный,nan,0
121105,2023-05-16 17:10:56,2023-05-16 17:39:04,Октябрьская,Заречный,Свердлова,Центральный,3201.0,0
121106,2023-05-16 17:15:15,2023-05-16 17:47:06,шоссейная,Заречный,рябиновая,Северо-Западный,4077.0,0
121107,2023-05-16 17:15:46,2023-05-16 17:45:25,Труда,Центральный,Энергетиков,юго-восточный,4780.0,0
121108,2023-05-16 17:17:31,2023-05-16 18:01:32,Партизанская,Ленинский,ул. ломоносова,октябрьский,5321.0,0
121109,2023-05-16 17:18:18,2023-05-16 17:52:07,ул. чкалова,Юго-Восточный,ул.первомайская,северо-западный,5177.0,0
121110,2023-05-16 17:18:26,2023-05-16 17:41:18,Парковая,Юго-Восточный,Ломоносова,Октябрьский,2902.0,0
121111,2023-05-16 17:20:05,2023-05-16 17:36:03,Северная,Центральный,Восточная,октябрьский,2361.0,0
121112,2023-05-16 17:22:42,2023-05-16 17:52:11,Горького,Юго-Восточный,Школьная,Северо-Западный,4574.0,0
121113,2023-05-16 17:22:45,2023-05-16 17:46:01,Советская,Центральный,Березовая,Северо-Западный,3372.0,0
121114,2023-05-16 17:23:51,2023-05-16 17:48:08,Энергетиков,Юго-Восточный,Колхозная,Ленинский,3837.0,0
121115,2023-05-16 17:24:42,NaT,Горького,Юго-Восточный,Набережная,Центральный,4122.0,0
121116,2023-05-16 17:25:20,2023-05-16 18:04:33,ул.рябиновая,северо-западный,ул.нагорная,Центральный,4082.0,0
121117,2023-05-16 17:26:01,2023-05-16 17:53:09,Рабочая,северо-западный,Новая,северо-западный,3466.0,0
121118,2023-05-16 17:26:02,2023-05-16 18:00:19,Матросова,Центральный,Комсомольская,Заречный,5301.0,0
121118,2023-05-16 17:26:02,2023-05-16 18:00:19,Матросова,Центральный,Комсомольская,Заречный,5301.0,0
121119,2023-05-16 17:26:08,2023-05-16 17:45:35,Речная,Юго-Восточный,Молодежная,Юго-Восточный,2840.0,0
121120,2023-05-16 17:26:30,2023-05-16 17:52:33,Крупской,Центральный,Рабочая,Северо-Западный,2862.0,0
121121,2023-05-16 17:26:58,2023-05-16 17:43:17,октябрьская,Заречный,рябиновая,Северо-Западный,3635.0,0
121122,2023-05-16 17:27:58,2023-05-16 17:53:22,Кирова,ленинский,Подгорная,ленинский,3455.0,0
121123,2023-05-16 17:28:21,2023-05-16 18:06:46,Первомайская,Северо-Западный,Пионерская,Заречный,6742.0,0
121124,2023-05-16 17:29:48,2023-05-16 17:45:58,Энергетиков,Юго-Восточный,Майская,октябрьский,3463.0,0
121125,2023-05-16 17:30:21,2023-05-16 17:44:48,Строительная,Северо-Западный,Первомайская,Северо-Западный,2259.0,0
121126,2023-05-16 17:31:47,2023-05-16 17:51:25,ул.цветочная,Северо-Западный,ул.береговая,Центральный,3468.0,0
121127,2023-05-16 17:33:08,2023-05-16 17:59:37,Строительная,северо-западный,ул. комсомольская,Заречный,4213.0,0
121128,2023-05-16 17:34:27,2023-05-16 17:51:32,луговая,октябрьский,труда,центральный,2739.0,0
121129,2023-05-16 17:34:40,2023-05-16 17:56:04,Вишневая,юго-восточный,Ломоносова,Октябрьский,2876.0,0
121130,2023-05-16 17:35:11,2023-05-16 17:59:41,березовая,Северо-Западный,буденного,Октябрьский,3974.0,0
121131,2023-05-16 17:35:45,2023-05-16 17:56:41,Майская,Октябрьский,Чкалова,Юго-Восточный,2658.0,0
121132,2023-05-16 17:36:38,2023-05-16 18:05:49,Победы,Юго-Восточный,Заводская,Северо-Западный,3967.0,0
121133,2023-05-16 17:36:56,2023-05-16 17:58:13,Маяковского,центральный,Сиреневая,Юго-Восточный,4208.0,0
